business_id|date|review_id|stars|text|type|user_id|cool|funny|useful
fRCZktDIBu9-uJ1wOYB3bA|2011-02-06|pmCRhoD-V6v_wA9OXqHuIA|3|"Cowafee Tawk -- Restaurants in Casinos - Yes? -- No?  Unless, you're in Vegas, you shouldn't expect much from restaurants in Casinos around the valley.  They are what they are and L & L is fake Chinese food.  Surprised!?  Well let's just say the food is okay compared to my cooking (I don't cook).  They're tad bit better I guess I can say.  I got some sliders ""Asian Fusion?""  and it was edible -- I like my fries :)  The service is actually very good.  My water glass was always full -- almost too full at times.  Thankfully I didn't spill.  The ambience of the place is tad bit rowdy and too bright for my taste.  I'd appreciate less lighting, and it's not to say I like to eat in the dark :)  - Enjoy!"|review|XqMkm-DD9VsdcKx2YVGhSA|1|0|1
53YGfwmbW73JhFiemNeyzQ|2012-02-10|99NlDtaGOnbEy8_lFOO8ZA|4|I wish there was a half star, because truly I would give it 3.5. The food is good. The ambiance is good, but the service...meh.  The reason I go...The beet salad. THE BEST in the Valley I have tasted. The pistachios and arugula with goat cheese? Diiiiiiivine. But, truth be told, if they took it off the menu, I would never come back. Still. xoxo|review|gh2OwESXrgVyufGz_NPHxw|0|0|0
GMkgJsA2Jg6kTnOzF5Rf8Q|2013-10-04|bA83SEYX3Td-P5PcSSCQcQ|2|Never consistent.   I was in twice this week. On my first visit I ordered a potato, chicken nuggets and a kids size frosty. I paid at the first window and when I reached the second they tried to collect money from me, when I informed her I already paid at the first window she asked if I was sure that I already paid. I wasn't OK with her implying I was lying about paying for my lunch. After all that confusion they handed me my lunch, told me to have a nice day and I drove away. One I got about 10 feet ahead I realized they never handed me my frosty but at this point it was too late. A car was already at the window and since it's lunch time the parking lot was a disaster and I wasn't going back.   My second visit was yesterday, I ordered a kids meal but it didn't have a toy inside. While this isn't a huge deal to me since it was for myself. But, if I had a kid in the back seat waiting on a toy, I'd be pretty upset.   In previous visits I'm usually missing an item 2 out of 5 times. Whether it's butter for my potato, dressing for my salad or a straw for my drink.|review|GoymUzKqvET2QOZkIWZi9w|1|2|0
7jDidqb3PJDdq7gTsexokQ|2011-11-08|RJACB-ooScrtSs2kOJI6sA|1|I am a man looking out for the women of Litchfield and Avondale First things first Ladies do not take your car here unless you want to pay way too much.. On simple maintenance oil change and filter they want way too much go to the car wash down the street they include a wash and dont charge 25.00 for the air filter when its only 9.00. SHAME ON YOU Wilhelm SHAME ON YOU!  For brakes hit Just Breaks 89.99 out the door for pads Wilhelm wants 174.00 simple math right.|review|95dB9gHTOoCwsKRLr2aKzw|0|0|1
F3tqTcfKnljJcSyyqN0bbw|2013-06-19|Z265987MMfkgjRAwTKlAeg|5|This is my second time to visit this restaurant! The food was a bomb! I tried the fish tacos first and it was amazing flavor! Second time I come to try the carnitas which is shredded roasted pork with flour tortilla aside. I am in love with the green sauce! This sauce is no spicy at all which is my favorite. I couldn't ask for more because the serving time for food was super fast. I don't have to wait for long time to get the food. I highly recommended everyone to come to this place! Enjoy it guys!|review|hQg1v82oydIDL0RbLLE1Wg|0|0|0
muCl5p-9ut1sY0aKeUeRhw|2009-12-27|uk8dcTmjV0TbGyzXZ9onYQ|5|Scale of 1-10 (multiple visits): 9 Food 10 Service 10 Atmosphere 7 Value  I'm upgrading this to a 5-star, along with boosts to Service and Value.  Jeff is great behind the bar; he offered me a sample of a new wine he thought was great (Titus) which was indeed great - in the end that's the glass I got.  Value also got an add because of the happy hour menu.  Basically non-happy hour I'd give Cheuvront 4-stars, but on HH it's a 5!|review|eBwBjylS66qPcHs2_ajLag|1|0|2
NH67MdKaFGNcP-dlu56pyw|2010-01-09|GKuKR9tQZSeQZKf7Bb7ziQ|4|I don't usually like peanut sauce but tried it at Thai elephant and it was great. Nice location near the light rail.|review|AZNp2qEdKRkqO7DT2ggaAw|0|0|0
UH-fhgy-_NvPyZRE3-Mthg|2011-04-25|WStBBp4TKMH-bpvAKARhMA|4|We checked in Thursday. There was a slight problem with our reservation. The computer showed that we booked the room in February and cancelled it 1 day later. Obviously, it was a mistake so for our trouble Marie upgraded us. Sweet:)  I'm sitting in our large room while my husband is sleeping soundly in the comfortable, king size bed. The hotel is clean and more modern than not.   Here are some useful hotel facts: * Starbucks is in the lobby (closes early Sat and closed on Sun) * Valet parking is $23 per day. * The on-site fitness is adequate if you do more cardio than lifting. There is a Gold's Gym about a block away. Show them your keycard and you can use their facility free of charge. * Free wifi. * Most restaurants in the area close early during the week and close completely on the weekend.  We are on the 18th floor and fortuantely, we don't have any neighbors or an adjoining door. Other reviewers have mentioned the paper thin walls, guess we got lucky cuz I'm a light sleeper and that would really annoy me.  Overall, pleasant experience and I'd stay here again.|review|fIvDzLhs-cXbTKWp8P3eIA|0|0|2
UKgSs_SJzW9fu4CwhIV1yA|2012-12-07|U_GrmoYkIILSJCdvT_DF3Q|5|"I recently had the pleasure of staying at this hotel for a 3 day conference for Women on the Move.  The staff went above and beyond to make sure we were taken care of. They even brought us ""Smores kits"" to roast by the pool at the fire pits!  They truly understand customer service.  We can't wait to come back.  They have a free shuttle (Red Cadillac Escalade) that can take you locally which was a big help since many of us needed to run out for things during our stay.  The property was exceptionally clean.  The rooms were recently renovated and very large.  I had a ground level room by the pool and it had a great patio with chairs to sit outside.  Only complaint was hallway noise during evening hours but it was not an issue.  Food was great!"|review|1TOLUTd6CK8miiH1zzjHiA|0|0|1
E28ht8IEiO6FZbKktSo0Xw|2013-07-30|rf_tQ0f1suGUYxPy0TfknQ|3|I've been many times to this place and it can be hit or miss, through no fault of Tommy B's.  This place could be a great scene but it definitely seems to bring in the older crowd...60 plus.  Great patio and the food is good along with exotic drinks.  A bit on the high side on drinks and food so you should know that going in (it's located in Kierland Mall, don't expect cheap)  If you are younger crowd, my take is it's great for a Friday, Saturday, Sunday drink and lunch vibe but not ideal for dinner.  Good place to take your parents.|review|-abQU9iEfPDWStG1coC4_Q|0|0|0
mxrXVZWc6PWk81gvOVNOUw|2012-11-14|dQe-1eu-xCu5_mHycQSO7Q|4|Terrific spot - recommend reservations if you can.  We had a group of 7 and figured we would be fine on a Monday night but only the manager's creative efforts got us in pretty quickly.  Great steaks were had by all and the BLT wedge was fantastic.  For the appetizers, try the pork burritos - those were terrific.    As many others stated, the green chile mac and cheese and the mexican street corn are both great for side dishes.    The servers and wait staff were very very good and the vibe of the restaurant overall created a nice scene.    It won't be a miss, I promise.|review|hoWQwHk3n8RQSonNGyuJig|0|0|0
yaKR6C1ER0ox79j8r5ZaOQ|2013-12-07|7uswMITXcRa_l71mu4UWPg|5|The shredded beef tacos and chips and salsa are Devine!!!!!!  The people are friendly and will make anything to order|review|syiHzHqlMgD_O5XFf27xLA|1|0|1
LHzVPddSPzMECho55zCf0Q|2010-07-05|Ga_bItQR4yDqbpr8R51xhQ|5|So good.  I think of all the other places around town for you to get ice cream and this is one of the first spots I pick (pun intended).  I think anyone that is near one should go.    Not only is it a fun atmosphere but their ice cream is so sweet and so good that it hits the spot.  I cant help myself, I can make these puns all day, I have to stop by when I pass by it.  I will say the down side is the price, but if you are willing to spend your money on cold stone for the 4 dollars and some odd cents, go here its way better and a lot more chill.    I have yet to try the coffee here, but I can only imagine that its as good as the ice cream.  Recommendations: To anyone that eats ice cream|review|cWg07SD9-PnDUglqtS5owg|0|0|1
GjvIDOEhdQB1oPrFeSpxBw|2011-05-18|t27wn69-uBfXCgSkPH8b6Q|4|Ok, so on Gabe's recommendation, I tried the Blackened Ahi Tacos today... they were freakin awesome! The ahi was seared perfectly and they come in a hard shell WRAPPED in a soft shell to keep all that good stuff in!!   My coworkers and I come here alot for lunch and after work drinking sessions... the bartenders know us well and take very good care of us... even when we get a bit rowdy!   For a chain restaurant Gordon Biersch knows how to bang out some damn good food! Word to the wise: Stay away from the garlic fries if you're only half way through your work day... they are POTENT!|review|vuUddBhwlrVijAAFvK5UTg|0|1|1
FYfh6ZwOovpZvmSHa4DRRA|2013-03-05|-FVQauS-yegQKtbeBeCJEQ|1|I would never recommend this company to anyone in Arizona. I have dealt with Liz K., Mike F. and Maria O. Every one of them did not address my issue or concerns. They were outsourced from a company I have worked for as a full time employee and a eventually a freelance contractor. I never received my 1099 misc forms from this company since 2011. As a freelancer I need these documents to file my taxes. I have emailed and tried numerous times to address my concerns to get what I needed. Nothing in return but an estimate of how much I have made! I am not looking for an estimate for I keep records of income myself and know exactly how much I have made and each project I have completed for each company. I am requesting my 1099 misc form that I have always received every year before (before the company I worked for hired them) Having a 1099 misc form sent to me to file taxes is a way to document every single piece of income and makes it easier to report to the IRS.I may not be an expert with taxes or accounting but I know what to expect when this time of year comes. When the company I worked for outsourced to EK Tax & Accounting, I never received my checks on time AND never received my 1099 misc forms for the last 2 years. This has been the first time having to deal with this and I have been a freelancer for the last 8 years. it has become utterly frustrating to deal with this. Taxes are enough of a pain to file and for them to make it more difficult on us contractors is just a disadvantage.  I would not recommend them personally for your business or professionally. So this is why I am giving them one star. Bad communication, service and experience.|review|fT1m1GwUZ1ykejJg0RIQqQ|0|0|1
ssSeK9MYRCUjoabppekwoA|2011-03-18|ltwClsZW7cR2xAuk7h5K-g|4|Nice lunch spot right in downtown. They do serve breakfast now as well, and i hear it is really good too.   A lot of seating, few tv's and large windows to downtown people watch as well. Quick service and a nice variety in their menu too. You got pizza, calzones, salads, pasta and of course focaccia sandwiches. You can also do 1/2 orders with your sandwich and get a side of a pasta the normal order comes with your choice of chips and drink.I tried the Caprese sandwich and it was pretty good, i loved the fresh ingredients ( reason for the 4th star). My sandwich was just over $10, but the fresh ingredients again were worth it. My peeps that accompanied me enjoyed their pasta as well with no complaints.   Chill, relax environment which on your lunch hour is just what you need sometimes.|review|AeucYo8J-rZjcq09Wuqsjw|0|0|1
rO3saNBRU2Pg16RyfEP6-g|2013-08-04|_kEv846QgLBPAu4alMsCFQ|5|Check it out the food is great and the atmosphere is low key chique|review|p584P7YF_Iu32H7UmuA4qg|0|0|0
9UrMG4cn2nfIQsJlH8e2PQ|2014-01-02|CLPLWgbJkQagDGZH7GFiMA|3|This particular location is pretty busy most of the time.  It is located within a shopping complex that in itself is busy regularly as well.  We stopped here for dinner before seeing a movie in the area, and although there was a line, it moved pretty quickly.  I had the Mongolian Beef - which is my typical order when we come here.  We also tried out the pot stickers, which were not as good as the ones at PF Changs.  Probably wouldn't order those again, but the spring rolls are a good substitute. The beef was cooked well and we enjoyed the extra sauce the server brought over to us.  Overall: B+ Busy location, but with friendly staff and pretty quick food service it's not a bad stop off.|review|KJDymAcoPiW_vuqthGxfpQ|2|1|2
8jamkYEhVsj3Z4qh4Hsrqw|2010-05-23|6Hj_aIKVg_KqBqxP8gzgyw|5|The PTs at Tobler are very personable and knowledgeable. Steve has been a huge part of my recovery process and his assistants have effectively shown me the proper way to strengthen the necessary muscles to acheive my recovery. Very grateful for the positive experience and will always return to this facility in the future if physical therapy is ever needed! Thank you!|review|h4H6MYpc94LUKspCfffwAg|0|0|1
jgbEZzERVI4yvAAtXWW93A|2013-03-28|OhhR-mZMQ1I4Gt5pC-w6gA|5|My husband and I had a wonderful dining experience yesterday. We were there around 7:45 and were seated right away. We asked our server for suggestion, had a glass of wine, a beer, an Italian stallion pizza and the ravioli entree. The ravioli was amazing, and the pizza was great, the meat was a little salty, but as to be expected :-)  We will for sure be coming back and bringing guests as well!|review|1gkSK0JfO4CHnEz_jEIy0Q|0|0|1
jBb5KHHAj4s8hcXVS6QXDg|2013-02-26|7mm3-qQ-8mmbH-Hh8JQLbA|5|My favorite restaurant in Scottsdale and Phoenix area.  Food is consistently great, awesome wine list, servers are extremely attentive & knowledgable.  I am a complete food snob and not easy to please.  This particular Houston's location is their best and I've eaten at several.  Ones in L.A. aren't nearly as great.|review|jmJClstX2ZO8CqYKEDLutQ|0|0|0
Qjjydo_zzWLyr7S7zwv8EQ|2011-08-31|UR6zkpAOllLaX88NMjCgGA|5|I took a whole house full of screens to be re-screened. They were quick about the re-screening and very reasonable on cost. I will go back whenever I need hardware items. Becca was an angel.|review|-AKK1O5bDbgj9AKS7NTA8Q|0|0|0
jiWAo2z_seY5pQwhzrJiYA|2013-06-04|Ug5grMkubmBzlaV1evSSQA|5|Great ambiance, awesome appetizers, fantastic pizza, flawless customer service. Evo has it all. What was really nice and unexpected is that the owner visited our table and chatted with us for 15 minutes, asking for way to improve the service, the food and the feel of the place. He was very interested in what we had to say. We have since eaten at Evo 2 more times and will go back many more.|review|Wj6yCZZ6IGy1Afw4LdC-jg|0|0|1
6HAKrJvqrwyL-ZhyDX2JNQ|2013-09-08|6EIlAoQ0oODYgoxU7CK_YQ|5|Went there expecting another back room table place. NOT the case. Was extremely amazed how just one lady can cook, run the meat counter, ring up customers in the front, take orders and serve food and still remain delightful. If you are understanding of the culture you know that time is unimportant, the food is why your there. I asked for a usual Moroccan drink and the owner brought out a unique beverage that i can only say you have to try just to try it. At the end of a fantastic meal I again  asked what a usual dessert is and she came out with a wonderful seminola flour pastry with her own homemade cream filling bathed in honey, WOW! Making a list of friends to bring there, cant' wait to go back.|review|E1TKY4krbTVIfbxTZXL35g|2|0|1
m3u8wtUHORnLlB-Wl84Fzg|2013-08-11|YS6Vd6TAsaRhPzFfm5ly1g|4|3.5 stars  The ingredients are all fresh and the multi grain bread is good. I thought it was a little on the pricey side considering the multi grain bread makes it more like a sandwich than a sub.|review|Ki71iAFTxsPPQfX430c99Q|0|0|0
24V8QQWO6VaVggHdxjQQ_A|2011-01-06|Ec7cQfqq-c8TKZRYcZWMyw|4|I intended to come here for brunch, but I think I was a little late.  They gave me a lunch menu.  The complimentary was really good.  It was warm, buttery, and grilled.  I ordered the raspberries salad with Fossil Creek goat cheese.  I added some chicken for protein.  I also shared the BLT.  The sandwich was good.  The potato salad that came with the sandwich was yummy.  I couldn't resist ordering dessert so I ordered the key lime pie.  It was delicious!  It wasn't too sweet and the crust had toasted coconut flakes.  Overall, the food was fresh and of high quality.  Most of the patrons were woman.  I don't blame them.  I would be here on a Saturday morning shooting the breeze with my friends if I lived closer.  Arcadia Farms is really cute.  They have indoor and outdoor seating.  I wanted to sit outside under the covered patio, but it was all full.  I would like a similar place in CA.|review|1yWVbndz2yvrL4TeUFW11Q|1|0|1
K_IDEfLrLHLZdY-wA05stw|2011-04-13|WdaddoxSvQB1_ypUrMYTJw|5|Cindy did an amazing job on my nails. I told her how sensitive my nails are and she was gentle. The pedicure stations are the cleanest I have ever experienced with an added plastic liner in the tubs. The spa was clean, the music was soothing, and the staff didn't speak in their native language to each other (which drives me crazy). I would recommend this spa!|review|LaXD7EJJpZ0yTwcQcPa1Aw|0|1|2
jEWfxxA_kjeJE_Z_ku3zLA|2011-07-04|dhRFtSfnRTBkpRDDevUSbQ|2|LOUD. Loud, loud, loud.  That's seriously the only thing I can think of when anyone suggests Ra. The music is blasting so loud that you have to yell across the table to your companion - definitely not a pleasant dining experience. - 2 stars.  The girls (yeah, I've NEVER had a male waiter or host here) are pleasant enough but service is a bit slow. - 1 star.  On the other hand, the food is good and really reasonably priced - I recall Happy Hour being around $18 for a couple iced teas, Vegas Rolls, and a few other rolls, having some left to take home even. Otherwise, it was $36 for dinner the last time I went.  So, as a compromise the last time Ra was suggested, I dragged my oh-so-tolerant date to the Ahwatukee location. It was MUCH QUIETER and the service was surprisingly good, despite it being 10 pm on a Saturday with a packed bar. It was worth the 5 miles to Ray and I-10, because the sushi is definitely good.|review|ysINNe8YpbOW_-5T5CSyhw|0|0|1
r3HWH8XeoV9uohlcrwrMSw|2008-06-12|WN53Lt088xCoIWAPVOKnJQ|2|Sun Asian Kitchen.. Mm Sounds good, like the name. What does this place have going for it? Location, that is if you live in South Phoenix.. Great happy hour specials on food and booze   - $3 for 6 fat crab puffs, can't go wrong! Unfortunately the food is only 1 step up from fast food, the decor is pretty cheesy and there are 3 TV's that they like to play at full volume on different channels.. And do you really want to watch Animal Planet's Gross out show while you are eating? Really? But if your in the mood and don't feel like driving far it is decent enough. the staff is so attentive and they speak really really really fast..|review|q9XgOylNsSbqZqF_SO3-OQ|1|2|2
r4ggW7POeNX0ta6spkT4Kg|2013-11-01|wCPuPmE_UpTVEMCK9enTQg|5|Ask for Heather!   She did an excellent job listening to my needs. I told her that I spend a lot of time standing and working on my feet. She gave extra attention to my problem areas and worked out all of my kinks. I left feeling relaxed and rejuvenated and I definitely plan on returning!|review|YjwKEbMJXzT1irR50Qn2YQ|0|0|0
SDwYQ6eSu1htn8vHWv128g|2013-09-29|XAV4HZOwCIv6pUAo1DOBIQ|3|If peanut butter and jelly are a match made in heaven, then bruschetta is meant for wine tasting.  It's hard to beat the price to quality ratio for the bruschetta here.  My favorite is the prosciutto with fig and mascarpone.  It has the right balance of sweetness and saltiness.  The smoked salmon with pesto is a close second.  On the other hand, wine selection is a little lacking.|review|8YpSwvHBp4aY-GZb0_s6Mw|0|0|0
XU5Fb3TosXDUJcNRWQM5cA|2011-09-01|DgQGhc9Xza6gh72UsH6BVQ|5|If you are a parent going to Imagination Avenue, which is the same shopping center, stopping here is a must.  They have a drive thru with all the same kinds of things you can get at any good coffee house.  Then after your kids are worn out from playing, you can go back to get lunch.  My turkey sandwich was so good.  The staff was very friendly.|review|VPI1Fe0snQLjwVBsnjtjVQ|1|0|2
G2cldhMd2RewbNI4bsP_fw|2013-09-19|I8ix6MPMBCWyXhW_15QZfQ|5|Delicious boba drinks and the owner was so sweet, she gave us 10% off for checking in. The shop is nice and clean. I got the blueberry milk tea with boba and my boyfriend got the Thai tea with boba. Delish. We'll definitely be back. :)|review|fqGb3ZRpIMRlSjbmel_a1Q|0|0|0
n3CpBxY6turmqrihCjNbAQ|2011-10-17|0qiruwdWVKNMyA_Oxdq4wA|5|Just make life easier and got here if you need to deal with auto registration. I first went to the MVD to get a car title for I car I just bought from a private seller. The MVD was filthy, crowded and full of unhappy/rude people. They told me the wait was 2 hours. I left and drove to ASAP Title Services. Much better scene.  It was spotless and there were 4 friendly employees and 1 other customer. Sweet! I was told I didn't have the right paperwork to get my new car registered. No problem. I drove home, got the right paper and returned. With the right paperwork, I had my registration in minutes. I was so relieved I didn't wait 2 hours at the MVD  only to be sent back home. I think maybe I paid $10 extra but it was well worth it!|review|MMbQh5ba626o2ooUps1EZg|0|0|0
VEojEXbJ81eiPLSSF9jNEQ|2011-08-28|5Q95YASOTOrSzk2Sr6bMTA|4|"I""m so glad we rediscovered this place.  My friend and I had been all grubby painting and were driving around doing an errand on a Sunday early evening when all of a sudden i start feeling bitchy.  Which means my hunger headache was about to hit.  We were in South Scottsdale at the time so we were searching for a place to go as is (pretty grubby) and so we hightailed it to YC's.  I hadn't been here since college which was a lifetime ago.  So glad we came here.  It was really good.  You pick different various meats, veggies, noodles, sauces and they grill it all for you. I totally packed in the bowl.  The price also includes a beverage, side of rice (they have both brown and white), and desert afterwards.  What a deal!    Just fyi....if you can't finish what you got and you have to ask for a to go container they charge like 50 cents for the container."|review|CgsVdvkEAC3aQnQEFOl2hg|0|0|0
rK9wysMZ3nh6b6dxiG-l_Q|2011-03-19|Fnwdd2KIzoh2UgTldfG0jw|3|I'm not a fish fan, but the group I was with was, so as long as there's some non-fish on the menu, I'm fine with it.  It's a nice place, and the service was friendly and attentive. The cocktail napkins with incredibly corny fish jokes (where do fish borrow money? a loan shark) was kind of a fun addition.  I ordered a pasta dish which included chicken, peppers, and a creamy tomato-based sauce. It was good, but I don't know if it was $14 good. Prices went up from there for the various fish dishes, but I can't really judge those without trying them.  I've got no complaints, and I'd probably go back if I'm with people that want to go, but I think I can find similar quality food for me at about 4 or 5 dollars less for lunch.|review|el_BsZHqhCZK_VG27TyPBA|0|0|2
7_zL7NX_rDFwhbLp98PwZg|2010-01-25|IRNkfID4ExgDRbYnLJaXOw|2|I have been going to Ra for years and lately I have not been a fan....I'm not sure if the restaurant is getting worse or that my taste in sushi has improved since my college days....but either way it is not good.   It is always too loud in there to where you can barely have a conversation at your table...and their food is sub-par.  If you want great sushi...I suggest going else-where....  Not to mention....I got food poisoning there in June of 09 that required a trip to the ER.  When I later called the manager to notify them of the situation....he seemed pretty unconcerned.  He didn't offer me anything...not even to pay for my dinner that later landed me a $200 ER bill!!!|review|HzBPZcsO6wPTy9_b5s0A5A|0|0|2
41j3GB7M-Lwq284Pfb9zgw|2012-10-11|yqV-LctY_B13xVtmY9GO9A|5|Its as good as it gets when it comes to beer selection.  And not just a lot of beers like some places, I've been in multiple times and been really surprised by at least a few of the 31 crafts each visit, which change constantly.  Food is good as well.  Mushroom Stroganoff burger is great.  The Meat Treat pizza was good but not the best pizza.  We started with the Spud Taco's, which I really liked...a very tasty treat.  Overall, you don't need to be looking for unique beer to enjoy this as the atmosphere is nice and the food is much better than average.  But if you are looking for a beer selection like no other...and $9 flights of 6 generous pours...this is the place to be.|review|JyBMm0XdoekPbZADN35vng|0|1|0
H7_so2zcDoWluV-ER183iw|2013-01-18|agaXc9JJN-vUP6kXyev9pw|1|"Hmmm..I have never had ""pharmacy problems"" until I started trying to get prescriptions filled along McDowell Road (see my Walgreen's review...that place was equally as ugly).    I have one expectation for them - to fill my one, simple, prescription....they fail, every.single.time.  Where to begin?  I have timed my ""drive-thru waits,"" as I call them, because they times have become so ridiculous (almost as ridiculous as the outcomes of  my visits here).    Some examples of these waits include (but are certainly NOT limited to) 34 minutes to pick up my rx, only to be told they have no record of it after I got a text message saying it was ready....waiting over 20 minutes in the drive-thru to drop off an rx only to go inside and drop off my rx at the counter with no wait where there are NO other customers waiting....I have even waited to go here until two days after an rx was supposed to be ready (just to make sure it was REALLY ready), only to be told it was not ready and that it could be ready in 45 minutes if I ""just wanted to wait.""  Really???  Oh yeah, and don't let me forget to mention that they're incompetence is only exceeded by their RUDENESS... I watched an idiotic cashier threaten to call the cops on a woman who said she wanted to talk to the manager and would not leave until the rude cashier would get the manager.  Also, I am a customer, so please do not refer to me as ""honey,"" unless you are at least 70 years old."|review|gO5qs-ilS2-NfIqa1P5_uA|0|0|0
IuAPYzf3NSyfyXYgT46YVA|2011-06-05|mjKfgcDVlnoHTpqhioGdbg|2|I do not agree with most reviewers on this restaurant.  This is the oiliest (if that's a word) food i have ever been served!  I should have known when we were told of the two specials - both deep fried.  I had to prop my plate on a tilt just so i could eat some of it.  I dont care to have vegetables soaked in oil like this ever again.  If you are looking for trendy and dont actually know what good food is then you can eat here.  On the positive side, the server was great and the people watching is fabulous (get a window seat).|review|5l1phif1IV0u4-fQxWFRPg|0|1|3
eFA9dqXT5EA_TrMgbo03QQ|2011-03-15|2F9e8DYLVDK2w5rMxrzwLQ|4|Service is slow but pizza is amazing and the little John is fantastic|review|1iyAL-Q2jF7RHBH1Wz56yA|0|0|0
C-j3qKYqrrs8CrWz01AmXA|2012-02-12|FEnq4DsIgdEYtgqJqEFCYQ|1|No. I don't think so.  I'm in the service industry. I get out of work and want to have a drink. This means I'm going to be arriving at your bar later in the evening.   We walked in at around 11. We ordered two glasses of wine, paid for them and plopped down on a couch to relax. At exactly 12 on the dot, they turned off the music and turned up the lights. One manager came over to ask if we were finished. I looked at my 1/4 filled glass and said No.  Another bartender comes over and asks if we were finished. Still no. But he chose to stand there and watch us while we finished the last few sips.  Aside from the weird ambiance (is it a lounge? A bar? A sports bar?) the way were treated was beyond rude and unacceptable.   I will never return and I will tell everyone I know not to come here. You do not treat people (especially ones who work in the same industry) this way and not expect a backlash.|review|palND-kF1qpMLhkcgAnSxA|2|5|8
4Vai2JNI48yffzQ7CMezBA|2011-06-30|HxycohYVufX6OT6zaLb0dg|5|Villa Deli has been around a long time.  They have sandwiches and salads for lunch.  It is also a deli you can get ingredients to make your own sandwiches or pasta dishes.  The staff is wonderful, price is right, and food is great.|review|Ugx7he6SzHS0PK5IG5c_Fg|0|0|0
a8yzGF79KcfyRye2R6wt3Q|2011-08-11|PhtB9E7nejuGI2m4Iks5Mg|2|Ordered the feast for 2. Pu pu platter was good - but isn't any fried platter good? The Mongolian beef has orangish color beef. Most boring chow mein and the sweet sour pork left little to be desired. Might of been fault for ordering the set menu.   I am still looking for quality good original non-pf Chang Chinese in phx.|review|ZIiZ0-bwrus3wIfPNDYevg|0|0|0
1OA1jo0GlK9sf68f00w8ZQ|2009-10-04|J8iwCKL6oq7titZKInJWkQ|5|Meat is MURDER!!!!!  Sweet tasty tasty murder, and no one knows how to prepare a grilled burger and make the tastiest fries around like In-N-Out Burger.  The drive-thru line can be long a lot of the times, and for good reason.  Of course, the thing that differentiates their long drive-thru lines is that they actually move rather quickly so I never mind waiting for all that grilled goodness.  The only thing that could make their burgers better is bacon but that's like saying the only thing that can make something wet is water.  Bacon or not, everyone should pay homage to In-N-Out burger =)|review|G-bS3DjLRYV2BSlRdMpvpQ|2|1|0
K8pM6qQdYu5h6buRE1-_sw|2013-01-08|XcXcXaz1OC2Zy588aLODOw|4|So good! They even have cocktails with Kool-Aid! A great place to chow down on some fried chicken (moist, good flavor), waffles, grits, fried okra, greens, and a whole lot more.  You will definitely be feeling the itis before too long. The venue is spacious and the bathrooms were impeccably clean and very stylish. Yolo, so go to Lolo's and indulge.|review|s_midvGEPCaXj2ipeKNgdw|0|0|0
FV0BkoGOd3Yu_eJnXY15ZA|2009-08-01|8yjXQ4y-YJ3ZaBTTb68y1w|4|The Stetson Chopped salad is as good as a salad gets. They have a great way of preparing it at the table so you can see exactly what goes in to this creative dish.   I have had the salmon and halibut, but did not love either one. The next time I went I was smarter and ordered some meat dishes. The stuffed pork chop was very good and so were the short ribs.   They have some wild things on the menu that I haven't tried such as bacon chocolate chip cookies.|review|OpjFNuQiyqh9Sms5Ex8Wxg|1|0|0
Pju_pKfvEnUYV9wMVNsacg|2009-09-11|mN1KmRuyeq27_JQkl479PA|4|Damn Good Food.   The brisket was on top of it today! Nice mix of hot and regular sauce over the perfectly cooked and flavored brisket. Yeah Brother!  I wish the sides were better. I would give 5 stars if they were.   If you haven't...you should!|review|C6IOtaaYdLIT5fWd7ZYIuA|7|7|7
0UZ31UTcOLRKuqPqPe-VBA|2011-12-21|SEamS7hQx1qIpe5i9Trhrw|4|I'm not a baseball fan, but even I can appreciate the excitement of a live game.  I've attended a few games, as well as experiencing the mother of all holiday parties at Chase, and I've been pleased every time.  The facilities are clean, the AC is cool and the food and drink selection is perfect.  Bonus for Chase being mere minutes from home!|review|ND95DgvN7ba8MabfXE3lsw|1|0|2
HDvCnqIf5twbMb5-eG1EJw|2007-06-18|MdDW8dVs2yOs5Y7th2Qm1w|5|OK I'm not a big breakfast person!  In fact I never go out to eat for breakfast!  But I have been forced to go out to eat at an ungodly early hour at Butterfields and they are a breath of fresh classy air for breakfast restaurants in the area.   So as I mentioned I am not a morning/ breakfast person. Once when I was dragged here with the early rising hungry freakish friends I ordered a granola yogurt and fruit sundae and lots of coffee. The sundae was huge fresh and my friends who were initially disappointed with my choice were way jealous!   Now my friends obviously tend to order more filling and typical breakfast dishes and they LOVE this place. I can see why! Their food always looks freshly prepared and delicious. Another impressive thing about Butterfields is the prices. As I mentioned the food is good quality, the portions are huge, and the prices are about the same as  IHOP'S and Denny's.|review|PS0lCxjGNeUrKxYSdpW-Aw|1|0|2
WBfPco3j27X_IBpZ_PDcUA|2013-07-16|-sSL3bNla16eNSSaVQm_dg|5|awesome food, nice people, great price.  food tastes as good as stuff you have at home. you can tell all the food is fresh.   the little girl in the front is very nice and goofy.  the chubby guy in the back is pretty cool as well. over the past month I became a regular customer at the coridor cafe.|review|Ydx_o6_VDqDmQefnx74K5g|0|0|0
5KG0A3WlC7K3DAXtrIFFjg|2010-08-02|tMwiLX56nz31Xjg5qOXzpw|5|Great prices and a variety of ethnic foods|review|F28hTTLhM5sEtIc8k7KQVw|0|0|0
